Date,EAFE
2012-01-23,52.13
2012-01-24,51.84
2012-01-25,52.38
2012-01-26,52.4
2012-01-27,52.49
2012-01-30,51.87
2012-01-31,52.14
2012-02-01,52.96
2012-02-02,53.07
2012-02-03,53.905
2012-02-06,53.64
2012-02-07,53.97
2012-02-08,54.16
2012-02-09,54.3
2012-02-10,53.27
2012-02-13,53.88
2012-02-14,53.48
2012-02-15,53.54
2012-02-16,54.275
2012-02-17,54.52
2012-02-21,54.53
2012-02-22,54.365
2012-02-23,54.82
2012-02-24,55.15
2012-02-27,54.865
2012-02-28,55.38
2012-02-29,54.66
2012-03-01,55.28
2012-03-02,54.77
2012-03-05,54.48
2012-03-06,52.74
2012-03-07,53.39
2012-03-08,54.54
2012-03-09,54.36
2012-03-12,54.22
2012-03-13,55.097
2012-03-14,54.61
2012-03-15,55.13
2012-03-16,55.51
2012-03-19,55.8
2012-03-20,55.14
2012-03-21,54.775
2012-03-22,54.4
2012-03-23,54.78
2012-03-26,55.48
2012-03-27,55.13
2012-03-28,54.75
2012-03-29,54.4
2012-03-30,54.89
2012-04-02,55.53
2012-04-03,54.56
2012-04-04,53.34
2012-04-05,53.02
2012-04-09,52.79
2012-04-10,51.66
2012-04-11,52.38
2012-04-12,53.335
2012-04-13,52.32
2012-04-16,52.7
2012-04-17,53.54
2012-04-18,53.26
2012-04-19,52.94
2012-04-20,53.45
2012-04-23,52.38
2012-04-24,52.8
2012-04-25,53.52
2012-04-26,53.84
2012-04-27,54.06
2012-04-30,53.75
2012-05-01,53.97
2012-05-02,53.55
2012-05-03,53.08
2012-05-04,52.27
2012-05-07,52.65
2012-05-08,51.84
2012-05-09,51.24
2012-05-10,51.48
2012-05-11,51.16
2012-05-14,50.18
2012-05-15,49.55
2012-05-16,49.06
2012-05-17,48.46
2012-05-18,48.11
2012-05-21,49.17
2012-05-22,48.99
2012-05-23,48.59
2012-05-24,48.27
2012-05-25,48.1
2012-05-29,48.71
2012-05-30,47.56
2012-05-31,47.76
2012-06-01,46.55
2012-06-04,46.94
2012-06-05,47.275
2012-06-06,48.6
2012-06-07,48.67
2012-06-08,48.51
2012-06-11,48.04
2012-06-12,48.84
2012-06-13,48.445
2012-06-14,48.815
2012-06-15,49.5
2012-06-18,49.36
2012-06-19,50.18
2012-06-20,50.47
2012-06-21,48.025
2012-06-22,48.44
2012-06-25,47.36
2012-06-26,47.665
2012-06-27,48.12
2012-06-28,48.22
2012-06-29,49.96
2012-07-02,50.29
2012-07-03,50.75
2012-07-05,49.91
2012-07-06,49.44
2012-07-09,49.33
2012-07-10,49
2012-07-11,49.15
2012-07-12,48.66
2012-07-13,49.35
2012-07-16,49.335
2012-07-17,49.48
2012-07-18,49.87
2012-07-19,50.33
2012-07-20,49.145
2012-07-23,48.14
2012-07-24,47.615
2012-07-25,47.87
2012-07-26,49.33
2012-07-27,50.37
2012-07-30,50.31
2012-07-31,50
2012-08-01,50.01
2012-08-02,49.31
2012-08-03,50.99
2012-08-06,51.35
2012-08-07,51.78
2012-08-08,51.75
2012-08-09,51.78
2012-08-10,51.87
2012-08-13,51.62
2012-08-14,51.74
2012-08-15,51.59
2012-08-16,52.23
2012-08-17,52.3
2012-08-20,52.24
2012-08-21,52.54
2012-08-22,52.48
2012-08-23,52.18
2012-08-24,52.1
2012-08-27,52.13
2012-08-28,52.08
2012-08-29,51.92
2012-08-30,51.15
2012-08-31,51.6
2012-09-04,51.34
2012-09-05,51.2
2012-09-06,52.475
2012-09-07,53.26
2012-09-10,52.84
2012-09-11,53.44
2012-09-12,53.79
2012-09-13,54.605
2012-09-14,55.15
2012-09-17,54.86
2012-09-18,54.63
2012-09-19,54.86
2012-09-20,54.51
2012-09-21,54.545
2012-09-24,54.35
2012-09-25,53.975
2012-09-26,53.43
2012-09-27,54.07
2012-09-28,53
2012-10-01,53.43
2012-10-02,53.64
2012-10-03,53.42
2012-10-04,54.07
2012-10-05,54.14
2012-10-08,53.82
2012-10-09,53.04
2012-10-10,52.89
2012-10-11,53.23
2012-10-12,53.17
2012-10-15,53.69
2012-10-16,54.58
2012-10-17,55.09
2012-10-18,54.88
2012-10-19,54.14
2012-10-22,54.52
2012-10-23,53.35
2012-10-24,53.38
2012-10-25,53.7
2012-10-26,53.62
2012-10-31,53.575
2012-11-01,54.21
2012-11-02,53.685
2012-11-05,53.56
2012-11-06,54.07
2012-11-07,53.26
2012-11-08,52.78
2012-11-09,52.8
2012-11-12,52.755
2012-11-13,52.5
2012-11-14,51.95
2012-11-15,52.12
2012-11-16,52.09
2012-11-19,53.215
2012-11-20,53.3
2012-11-21,53.39
2012-11-23,54.54
2012-11-26,54.41
2012-11-27,54.14
2012-11-28,54.53
2012-11-29,55
2012-11-30,55.07
2012-12-03,55.14
2012-12-04,55.275
2012-12-05,55.36
2012-12-06,55.47
2012-12-07,55.495
2012-12-10,55.549
2012-12-11,55.87
2012-12-12,56.05
2012-12-13,55.88
2012-12-14,56.076
2012-12-17,56.315
2012-12-18,56.28
2012-12-19,56.483
2012-12-20,56.86
2012-12-21,56.51
2012-12-24,56.36
2012-12-26,56.35
2012-12-27,56.61
2012-12-28,56.01
2012-12-31,56.86
2013-01-02,57.745
2013-01-03,57.18
2013-01-04,57.47
2013-01-07,57.22
2013-01-08,56.9
2013-01-09,57.19
2013-01-10,57.92
2013-01-11,58.04
2013-01-14,58.11
2013-01-15,58.02
2013-01-16,57.74
2013-01-17,58.21
2013-01-18,58.15
2013-01-22,58.18
2013-01-23,58.12
2013-01-24,58.4
2013-01-25,59.03
2013-01-28,58.74
2013-01-29,59.14
2013-01-30,59.2
2013-01-31,58.98
2013-02-01,59.45
2013-02-04,58.38
2013-02-05,58.65
2013-02-06,58.64
2013-02-07,58.16
2013-02-08,58.53
2013-02-11,58.47
2013-02-12,58.76
2013-02-13,58.9
2013-02-14,58.58
2013-02-15,58.43
2013-02-19,59.12
2013-02-20,58.54
2013-02-21,57.66
2013-02-22,58.49
2013-02-25,57.09
2013-02-26,57.55
2013-02-27,58.28
2013-02-28,58.215
2013-03-01,58.1
2013-03-04,58.35
2013-03-05,58.93
2013-03-06,59.08
2013-03-07,59.25
2013-03-08,59.375
2013-03-11,59.56
2013-03-12,59.26
2013-03-13,59.165
2013-03-14,59.75
2013-03-15,59.871
2013-03-18,59.21
2013-03-19,59.03
2013-03-20,59.39
2013-03-21,58.85
2013-03-22,59.36
2013-03-25,58.62
2013-03-26,58.985
2013-03-27,58.7
2013-03-28,58.98
2013-04-01,58.17
2013-04-02,58.81
2013-04-03,58.52
2013-04-04,59.045
2013-04-05,58.77
2013-04-08,59
2013-04-09,59.21
2013-04-10,60.085
2013-04-11,60.56
2013-04-12,60.41
2013-04-15,59.22
2013-04-16,60.06
2013-04-17,58.81
2013-04-18,58.63
2013-04-19,59.1
2013-04-22,59.35
2013-04-23,60.19
2013-04-24,60.71
2013-04-25,61.03
2013-04-26,61.08
2013-04-29,61.86
2013-04-30,61.94
2013-05-01,61.57
2013-05-02,61.76
2013-05-03,62.55
2013-05-06,62.47
2013-05-07,62.57
2013-05-08,63.23
2013-05-09,62.62
2013-05-10,62.69
2013-05-13,62.66
2013-05-14,62.78
2013-05-15,63.05
2013-05-16,62.62
2013-05-17,63.05
2013-05-20,63.4
2013-05-21,63.53
2013-05-22,62.89
2013-05-23,61.99
2013-05-24,61.45
2013-05-28,61.61
2013-05-29,61.02
2013-05-30,61.26
2013-05-31,60.07
2013-06-03,60.3
2013-06-04,60.52
2013-06-05,59.17
2013-06-06,59.5
2013-06-07,60.3
2013-06-10,60.36
2013-06-11,59.62
2013-06-12,59.55
2013-06-13,60.46
2013-06-14,59.8
2013-06-17,60.66
2013-06-18,61.09
2013-06-19,59.95
2013-06-20,57.751
2013-06-21,57.94
2013-06-24,57.03
2013-06-25,57.76
2013-06-26,57.985
2013-06-27,57.41
2013-06-28,57.3
2013-07-01,57.84
2013-07-02,57.55
2013-07-03,57.57
2013-07-05,57.84
2013-07-08,58.2
2013-07-09,58.52
2013-07-10,58.69
2013-07-11,60.21
2013-07-12,59.81
2013-07-15,60.18
2013-07-16,60.14
2013-07-17,60.32
2013-07-18,60.72
2013-07-19,60.67
2013-07-22,61.01
2013-07-23,61.14
2013-07-24,61.06
2013-07-25,61.18
2013-07-26,60.8
2013-07-29,60.22
2013-07-30,60.21
2013-07-31,60.35
2013-08-01,61.17
2013-08-02,61.67
2013-08-05,61.54
2013-08-06,61.45
2013-08-07,61.18
2013-08-08,61.735
2013-08-09,61.84
2013-08-12,61.67
2013-08-13,62.07
2013-08-14,62.1
2013-08-15,61.575
2013-08-16,61.691
2013-08-19,61.25
2013-08-20,61.17
2013-08-21,60.45
2013-08-22,61.04
2013-08-23,61.57
2013-08-26,61.12
2013-08-27,60.08
2013-08-28,60.01
2013-08-29,59.91
2013-08-30,59.17
2013-09-03,60.31
2013-09-04,60.85
2013-09-05,60.8
2013-09-06,61.13
2013-09-09,61.97
2013-09-10,62.67
2013-09-11,62.89
2013-09-12,62.53
2013-09-13,62.83
2013-09-16,63.32
2013-09-17,63.36
2013-09-18,65.05
2013-09-19,64.74
2013-09-20,64.265
2013-09-23,64.25
2013-09-24,64.15
2013-09-25,64.22
2013-09-26,64.49
2013-09-27,64.26
2013-09-30,63.801
2013-10-01,64.14
2013-10-02,64.12
2013-10-03,63.7
2013-10-04,63.85
2013-10-07,63.19
2013-10-08,62.7
2013-10-09,62.97
2013-10-10,64.1
2013-10-11,64.44
2013-10-14,64.66
2013-10-15,64.35
2013-10-16,64.835
2013-10-17,65.69
2013-10-18,66.08
2013-10-21,66.18
2013-10-22,66.84
2013-10-23,66.19
2013-10-24,66.65
2013-10-25,66.455
2013-10-28,66.35
2013-10-29,66.49
2013-10-30,66.25
2013-10-31,65.88
2013-11-01,65.56
2013-11-04,65.88
2013-11-05,65.305
2013-11-06,65.88
2013-11-07,64.84
2013-11-08,65.22
2013-11-11,65.36
2013-11-12,65.14
2013-11-13,65.35
2013-11-14,65.645
2013-11-15,66.179
2013-11-18,66.18
2013-11-19,66.01
2013-11-20,65.55
2013-11-21,65.96
2013-11-22,66.15
2013-11-25,65.95
2013-11-26,65.95
2013-11-27,66.11
2013-11-29,66.24
2013-12-02,65.75
2013-12-03,65.29
2013-12-04,64.94
2013-12-05,64.57
2013-12-06,65.37
2013-12-09,65.3
2013-12-10,65.19
2013-12-11,64.58
2013-12-12,64.11
2013-12-13,64.07
2013-12-16,64.53
2013-12-17,64.25
2013-12-18,64.7
2013-12-19,64.7
2013-12-20,65.07
2013-12-23,65.74
2013-12-24,65.87
2013-12-26,66.23
2013-12-27,66.57
2013-12-30,66.85
2013-12-31,67.095
2014-01-02,65.91
2014-01-03,65.98
2014-01-06,65.9
2014-01-07,66.27
2014-01-08,66.25
2014-01-09,66.2
2014-01-10,66.81
2014-01-13,66.23
2014-01-14,66.76
2014-01-15,67.04
2014-01-16,67.01
2014-01-17,66.81
2014-01-21,67.13
2014-01-22,67.13
2014-01-23,66.68
2014-01-24,64.85
2014-01-27,64.55
2014-01-28,65.11
2014-01-29,64.38
2014-01-30,64.71
2014-01-31,63.61
2014-02-03,62.31
2014-02-04,63.03
2014-02-05,63.16
2014-02-06,64.28
2014-02-07,65.12
2014-02-10,64.9
2014-02-11,65.93
2014-02-12,66.04
2014-02-13,66.24
2014-02-14,66.49
2014-02-18,67.06
2014-02-19,66.61
2014-02-20,66.84
2014-02-21,66.97
2014-02-24,67.55
2014-02-25,67.39
2014-02-26,67.16
2014-02-27,67.39
2014-02-28,67.51
2014-03-03,66.08
2014-03-04,67.39
2014-03-05,67.33
2014-03-06,68.03
2014-03-07,67.66
2014-03-10,67.24
2014-03-11,66.75
2014-03-12,66.5
2014-03-13,65.26
2014-03-14,65.12
2014-03-17,65.94
2014-03-18,66.35
2014-03-19,65.54
2014-03-20,65.29
2014-03-21,65.16
2014-03-24,65.33
2014-03-25,66.04
2014-03-26,66.03
2014-03-27,66.36
2014-03-28,66.86
2014-03-31,67.2
2014-04-01,67.63
2014-04-02,67.76
2014-04-03,67.57
2014-04-04,67.36
2014-04-07,67.04
2014-04-08,67
2014-04-09,67.86
2014-04-10,66.66
2014-04-11,66.26
2014-04-14,66.64
2014-04-15,66.36
2014-04-16,67.18
2014-04-17,67.53
2014-04-21,67.62
2014-04-22,67.9
2014-04-23,67.74
2014-04-24,67.73
2014-04-25,67.4
2014-04-28,67.61
2014-04-29,68.05
2014-04-30,68.32
2014-05-01,68.51
2014-05-02,68.4
2014-05-05,68.35
2014-05-06,68.23
2014-05-07,68.31
2014-05-08,68.32
2014-05-09,68.22
2014-05-12,68.67
2014-05-13,68.77
2014-05-14,68.64
2014-05-15,68.34
2014-05-16,68.49
2014-05-19,68.35
2014-05-20,67.92
2014-05-21,68.45
2014-05-22,68.54
2014-05-23,68.72
2014-05-27,69.21
2014-05-28,68.98
2014-05-29,69.4
2014-05-30,69.41
2014-06-02,69.55
2014-06-03,69.38
2014-06-04,69.36
2014-06-05,69.84
2014-06-06,70.22
2014-06-09,70.15
2014-06-10,70
2014-06-11,69.65
2014-06-12,69.67
2014-06-13,69.72
2014-06-16,69.74
2014-06-17,69.69
2014-06-18,70.29
2014-06-19,70.67
2014-06-20,70.55
2014-06-23,70.36
2014-06-24,69.92
2014-06-25,68.22
2014-06-26,68.27
2014-06-27,68.31
2014-06-30,68.37
2014-07-01,68.97
2014-07-02,69.08
2014-07-03,69.22
2014-07-07,68.68
2014-07-08,67.96
2014-07-09,68.18
2014-07-10,67.43
2014-07-11,67.47
2014-07-14,67.97
2014-07-15,67.8
2014-07-16,68.22
2014-07-17,67.35
2014-07-18,67.88
2014-07-21,67.63
2014-07-22,67.93
2014-07-23,68.07
2014-07-24,68.23
2014-07-25,67.95
2014-07-28,67.96
2014-07-29,67.82
2014-07-30,67.72
2014-07-31,66.59
2014-08-01,66.13
2014-08-04,66.44
2014-08-05,65.59
2014-08-06,65.43
2014-08-07,64.9
2014-08-08,65.28
2014-08-11,65.53
2014-08-12,65.48
2014-08-13,65.85
2014-08-14,66.2
2014-08-15,66.13
2014-08-18,66.56
2014-08-19,66.72
2014-08-20,66.51
2014-08-21,66.79
2014-08-22,66.47
2014-08-25,66.9
2014-08-26,66.91
2014-08-27,67.04
2014-08-28,66.74
2014-08-29,66.71
2014-09-02,66.84
2014-09-03,67.31
2014-09-04,66.99
2014-09-05,67
2014-09-08,66.29
2014-09-09,66.1
2014-09-10,66.48
2014-09-11,66.11
2014-09-12,66.02
2014-09-15,65.88
2014-09-16,66.16
2014-09-17,65.69
2014-09-18,66.2
2014-09-19,65.97
2014-09-22,65.68
2014-09-23,65.13
2014-09-24,65.46
2014-09-25,64.5
2014-09-26,64.77
2014-09-29,64.17
2014-09-30,64.12
2014-10-01,63.36
2014-10-02,62.68
2014-10-03,62.68
2014-10-06,63.08
2014-10-07,62.01
2014-10-08,62.99
2014-10-09,61.3
2014-10-10,60.38
2014-10-13,60.3
2014-10-14,60.45
2014-10-15,60.09
2014-10-16,59.53
2014-10-17,60.64
2014-10-20,61.02
2014-10-21,61.75
2014-10-22,61.3
2014-10-23,61.89
2014-10-24,62.23
2014-10-27,61.88
2014-10-28,62.82
2014-10-29,62.34
2014-10-30,62.79
2014-10-31,63.95
2014-11-03,63.4
2014-11-04,63.04
2014-11-05,63.16
2014-11-06,62.82
2014-11-07,62.85
2014-11-10,63.13
2014-11-11,63.51
2014-11-12,62.97
2014-11-13,63.27
2014-11-14,63.36
2014-11-17,63.11
2014-11-18,63.8
2014-11-19,63.61
2014-11-20,63.23
2014-11-21,63.78
2014-11-24,64.15
2014-11-25,64.26
2014-11-26,64.51
2014-11-28,63.99
2014-12-01,63.93
2014-12-02,64.11
2014-12-03,64.03
2014-12-04,63.82
2014-12-05,63.96
2014-12-08,63.4
2014-12-09,63.06
2014-12-10,62.26
2014-12-11,62.18
2014-12-12,60.98
2014-12-15,59.97
2014-12-16,60.4
2014-12-17,60.53
2014-12-18,61.61
2014-12-19,61.7
2014-12-22,62
2014-12-23,61.8
2014-12-24,62.08
2014-12-26,62.24
2014-12-29,61.79
2014-12-30,61.22
2014-12-31,60.84
2015-01-02,60.58
2015-01-05,59.15
2015-01-06,58.48
2015-01-07,59.13
2015-01-08,59.93
2015-01-09,59.64
2015-01-12,59.5
2015-01-13,59.8
2015-01-14,59.63
2015-01-15,60.01
2015-01-16,60.79
2015-01-20,61
2015-01-21,61.48
2015-01-22,61.71
2015-01-23,61.36
2015-01-26,62.2
2015-01-27,62.29
2015-01-28,61.36
2015-01-29,62.2
2015-01-30,61.22
2015-02-02,61.96
2015-02-03,62.95
2015-02-04,62.43
2015-02-05,63.29
2015-02-06,62.5
2015-02-09,62.2
2015-02-10,62.77
2015-02-11,62.43
2015-02-12,63.4
2015-02-13,63.82
2015-02-17,63.97
2015-02-18,64.35
2015-02-19,64.43
2015-02-20,65.03
2015-02-23,64.8
2015-02-24,65.2
2015-02-25,65.25
2015-02-26,65.07
2015-02-27,65.1
2015-03-02,65.2
2015-03-03,64.8
2015-03-04,64.54
2015-03-05,64.69
2015-03-06,63.81
2015-03-09,63.91
2015-03-10,62.52
2015-03-11,62.68
2015-03-12,63.46
2015-03-13,63.09
2015-03-16,63.8
2015-03-17,63.64
2015-03-18,65
2015-03-19,64.24
2015-03-20,65.66
2015-03-23,65.99
2015-03-24,65.85
2015-03-25,65.54
2015-03-26,64.97
2015-03-27,65.14
2015-03-30,65.18
2015-03-31,64.17
2015-04-01,64.63
2015-04-02,65.19
2015-04-06,65.85
2015-04-07,65.76
2015-04-08,66.04
2015-04-09,66.13
2015-04-10,66.26
2015-04-13,65.84
2015-04-14,66.33
2015-04-15,66.63
2015-04-16,66.81
2015-04-17,65.97
2015-04-20,66.04
2015-04-21,66.63
2015-04-22,66.76
2015-04-23,67.01
2015-04-24,67.4
2015-04-27,67.73
2015-04-28,67.81
2015-04-29,67.22
2015-04-30,66.51
2015-05-01,67.25
2015-05-04,67.18
2015-05-05,66.18
2015-05-06,66.35
2015-05-07,66.13
2015-05-08,67.66
2015-05-11,67.07
2015-05-12,67.03
2015-05-13,67.53
2015-05-14,68.34
2015-05-15,68.42
2015-05-18,68.19
2015-05-19,67.93
2015-05-20,68.06
2015-05-21,68.42
2015-05-22,67.98
2015-05-26,66.76
2015-05-27,67.41
2015-05-28,67.29
2015-05-29,66.64
2015-06-01,66.46
2015-06-02,66.77
2015-06-03,67.14
2015-06-04,66.42
2015-06-05,65.63
2015-06-08,65.54
2015-06-09,65.18
2015-06-10,66.55
2015-06-11,66.73
2015-06-12,66.2
2015-06-15,65.8
2015-06-16,65.78
2015-06-17,65.63
2015-06-18,66.22
2015-06-19,66.06
2015-06-22,67.31
2015-06-23,67.49
2015-06-24,66.91
2015-06-25,65.77
2015-06-26,65.74
2015-06-29,63.72
2015-06-30,63.49
2015-07-01,63.9
2015-07-02,63.98
2015-07-06,62.69
2015-07-07,62.71
2015-07-08,61.25
2015-07-09,62.26
2015-07-10,64.3
2015-07-13,64.54
2015-07-14,65.08
2015-07-15,64.84
2015-07-16,65.4
2015-07-17,65.29
2015-07-20,65.46
2015-07-21,65.27
2015-07-22,64.77
2015-07-23,64.6
2015-07-24,63.89
2015-07-27,63.42
2015-07-28,64.22
2015-07-29,64.45
2015-07-30,64.4
2015-07-31,64.78
2015-08-03,64.61
2015-08-04,64.66
2015-08-05,65
2015-08-06,64.73
2015-08-07,64.61
2015-08-10,65.4
2015-08-11,64.4
2015-08-12,63.94
2015-08-13,63.9
2015-08-14,64
2015-08-17,63.88
2015-08-18,63.4
2015-08-19,62.84
2015-08-20,61.32
2015-08-21,59.92
2015-08-24,57.85
2015-08-25,58.4
2015-08-26,59.78
2015-08-27,60.51
2015-08-28,60.42
2015-08-31,59.97
2015-09-01,57.96
2015-09-02,58.82
2015-09-03,58.96
2015-09-04,57.61
2015-09-08,59.3
2015-09-09,59.06
2015-09-10,59.45
2015-09-11,59.44
2015-09-14,58.99
2015-09-15,59.39
2015-09-16,60.3
2015-09-17,60.33
2015-09-18,58.82
2015-09-21,58.79
2015-09-22,57.39
2015-09-23,57.12
2015-09-24,56.96
2015-09-25,57.46
2015-09-28,56.33
2015-09-29,56.25
2015-09-30,57.32
2015-10-01,57.5
2015-10-02,58.48
2015-10-05,59.64
2015-10-06,59.71
2015-10-07,60.46
2015-10-08,60.94
2015-10-09,61.05
2015-10-12,60.93
2015-10-13,60.16
2015-10-14,60.28
2015-10-15,61.31
2015-10-16,61.26
2015-10-19,61.05
2015-10-20,60.8
2015-10-21,60.77
2015-10-22,61.45
2015-10-23,62.06
2015-10-26,61.83
2015-10-27,61.29
2015-10-28,61.69
2015-10-29,61.24
2015-10-30,61.11
2015-11-02,61.69
2015-11-03,61.67
2015-11-04,61.33
2015-11-05,61.22
2015-11-06,60.94
2015-11-09,60.31
2015-11-10,60.27
2015-11-11,60.58
2015-11-12,59.79
2015-11-13,59.29
2015-11-16,60.041
2015-11-17,60.2
2015-11-18,60.75
2015-11-19,61.06
2015-11-20,60.92
2015-11-23,60.54
2015-11-24,60.55
2015-11-25,60.69
2015-11-27,60.7
2015-11-30,60.65
2015-12-01,61.29
2015-12-02,60.64
2015-12-03,60.35
2015-12-04,60.84
2015-12-07,60.45
2015-12-08,59.56
2015-12-09,59.29
2015-12-10,59.3
2015-12-11,58.17
2015-12-14,58.26
2015-12-15,58.55
2015-12-16,59.73
2015-12-17,58.97
2015-12-18,58.35
2015-12-21,58.11
2015-12-22,58.55
2015-12-23,59.53
2015-12-24,59.43
2015-12-28,59.29
2015-12-29,59.88
2015-12-30,59.52
2015-12-31,58.72
2016-01-04,57.82
2016-01-05,57.73
2016-01-06,56.78
2016-01-07,55.6
2016-01-08,54.93
2016-01-11,55.16
2016-01-12,55.42
2016-01-13,54.56
2016-01-14,55.26
2016-01-15,53.26
2016-01-19,53.75
2016-01-20,52.53
2016-01-21,52.92
2016-01-22,54.48
2016-01-25,53.75
2016-01-26,54.71
2016-01-27,54.36
2016-01-28,54.52
2016-01-29,55.48
2016-02-01,55.42
2016-02-02,54.13
2016-02-03,54.58
2016-02-04,54.65
2016-02-05,53.81
2016-02-08,52.81
2016-02-09,52.2
2016-02-10,52.14
2016-02-11,51.38
2016-02-12,52.28
2016-02-16,53.341
2016-02-17,54.26
2016-02-18,53.98
2016-02-19,53.92
2016-02-22,54.53
2016-02-23,53.64
2016-02-24,53.45
2016-02-25,54.09
2016-02-26,53.95
2016-02-29,53.63
2016-03-01,55.03
2016-03-02,55.41
2016-03-03,55.95
2016-03-04,56.36
2016-03-07,56.29
2016-03-08,55.74
2016-03-09,55.95
2016-03-10,55.86
2016-03-11,57.32
2016-03-14,57.2
2016-03-15,56.66
2016-03-16,57.16
2016-03-17,57.6
2016-03-18,57.5
2016-03-21,57.41
2016-03-22,57.31
2016-03-23,56.73
2016-03-24,56.35
2016-03-28,56.69
2016-03-29,57.3
2016-03-30,57.73
2016-03-31,57.16
2016-04-01,56.55
2016-04-04,56.43
2016-04-05,55.32
2016-04-06,56.22
2016-04-07,55.4
2016-04-08,56.46
2016-04-11,56.49
2016-04-12,57.33
2016-04-13,58.24
2016-04-14,58.43
2016-04-15,58.3
2016-04-18,58.8
2016-04-19,59.82
2016-04-20,59.87
2016-04-21,59.51
2016-04-22,59.54
2016-04-25,59.24
2016-04-26,59.45
2016-04-27,59.49
2016-04-28,58.68
2016-04-29,58.43
2016-05-02,58.98
2016-05-03,58.01
2016-05-04,57.34
2016-05-05,57.22
2016-05-06,57.38
2016-05-09,57.26
2016-05-10,58.08
2016-05-11,57.58
2016-05-12,57.56
2016-05-13,56.97
2016-05-16,57.65
2016-05-17,57.23
2016-05-18,57.25
2016-05-19,56.84
2016-05-20,57.31
2016-05-23,57.12
2016-05-24,57.95
2016-05-25,58.56
2016-05-26,58.72
2016-05-27,58.66
2016-05-31,58.38
2016-06-01,58.33
2016-06-02,58.33
2016-06-03,58.71
2016-06-06,59.04
2016-06-07,59.47
2016-06-08,59.59
2016-06-09,58.86
2016-06-10,57.15
2016-06-13,56.32
2016-06-14,55.42
2016-06-15,55.79
2016-06-16,55.905
2016-06-17,56.46
2016-06-20,57.86
2016-06-21,58.33
2016-06-22,57.12
2016-06-23,58.7
2016-06-24,53.66
2016-06-27,52.63
2016-06-28,54.01
2016-06-29,55
2016-06-30,55.82
2016-07-01,55.82
2016-07-05,54.74
2016-07-06,54.64
2016-07-07,54.42
2016-07-08,55.25
2016-07-11,56.06
2016-07-12,56.82
2016-07-13,56.76
2016-07-14,57.25
2016-07-15,56.96
2016-07-18,57.1
2016-07-19,56.65
2016-07-20,57.16
2016-07-21,56.93
2016-07-22,57.04
2016-07-25,56.97
2016-07-26,57.21
2016-07-27,57.42
2016-07-28,57.36
2016-07-29,58.035
2016-08-01,57.66
2016-08-02,57.37
2016-08-03,57.17
2016-08-04,57.5
2016-08-05,57.76
2016-08-08,57.88
2016-08-09,58.34
2016-08-10,58.54
2016-08-11,58.96
2016-08-12,58.81
2016-08-15,59.035
2016-08-16,58.95
2016-08-17,58.93
2016-08-18,59.23
2016-08-19,58.79
2016-08-22,58.85
2016-08-23,59.1
2016-08-24,58.96
2016-08-25,58.72
2016-08-26,58.37
2016-08-29,58.55
2016-08-30,58.47
2016-08-31,58.35
2016-09-01,58.75
2016-09-02,59.43
2016-09-06,59.83
2016-09-07,59.86
2016-09-08,59.69
2016-09-09,58.53
2016-09-12,59.01
2016-09-13,57.82
2016-09-14,57.74
2016-09-15,58.24
2016-09-16,57.49
2016-09-19,57.79
2016-09-20,58.14
2016-09-21,59.16
2016-09-22,59.76
2016-09-23,59.26
2016-09-26,58.71
2016-09-27,58.99
2016-09-28,59.41
2016-09-29,58.67
2016-09-30,59.13
2016-10-03,58.97
2016-10-04,58.96
2016-10-05,59.2
2016-10-06,58.88
2016-10-07,58.58
2016-10-10,58.75
2016-10-11,57.92
2016-10-12,57.79
2016-10-13,57.57
2016-10-14,57.67
2016-10-17,57.5
2016-10-18,58.07
2016-10-19,58.23
2016-10-20,58.32
2016-10-21,58.19
2016-10-24,58.18
2016-10-25,58.14
2016-10-26,57.88
2016-10-27,57.81
2016-10-28,57.79
2016-10-31,57.82
2016-11-01,57.57
2016-11-02,57.18
2016-11-03,57.12
2016-11-04,56.57
2016-11-07,57.35
2016-11-08,57.51
2016-11-09,57.56
2016-11-10,57.4
2016-11-11,57.05
2016-11-14,56.74
2016-11-15,56.99
2016-11-16,56.39
2016-11-17,56.82
2016-11-18,56.2
2016-11-21,56.68
2016-11-22,56.82
2016-11-23,56.62
2016-11-25,56.79
2016-11-28,56.49
2016-11-29,56.85
2016-11-30,56.79
2016-12-01,56.57
2016-12-02,56.71
2016-12-05,57.27
2016-12-06,57.66
2016-12-07,58.52
2016-12-08,58.47
2016-12-09,58.72
2016-12-12,58.46
2016-12-13,59.09
2016-12-14,58.22
2016-12-15,58.09
2016-12-16,58.13
2016-12-19,58.04
2016-12-20,58.24
2016-12-21,57.66
2016-12-22,57.53
2016-12-23,57.68
2016-12-27,57.61
2016-12-28,57.39
2016-12-29,57.53
2016-12-30,57.73
2017-01-03,58.09
2017-01-04,58.75
2017-01-05,59.25
2017-01-06,59.05
2017-01-09,58.96
2017-01-10,58.97
2017-01-11,59.28
2017-01-12,59.37
2017-01-13,59.59
2017-01-17,59.37
2017-01-18,59.2
2017-01-19,59.05
2017-01-20,59.39
2017-01-23,59.54
2017-01-24,59.69
2017-01-25,60.31
2017-01-26,60.07
2017-01-27,59.97
2017-01-30,59.54
2017-01-31,59.63
2017-02-01,59.87
2017-02-02,59.9
2017-02-03,60.14
2017-02-06,59.71
2017-02-07,59.65
2017-02-08,59.75
2017-02-09,60
2017-02-10,60.14
2017-02-13,60.38
